id_registro,texto,canal_origem,data,classe_macro,classe_detalhada
543,"Erro ao autenticar usuário, mesmo após redefinição de senha.",sistema,2025-03-08,Problemas Técnicos,Erro de Autenticação e Acesso
544,Log automático registrado.,sistema,2025-03-08,Outros,Registro Automático
545,Valor cobrado não condiz com o contratado.,chat,2025-03-14,Financeiro e Cobrança,Cobrança Indevida / Duplicada
546,Tenho dúvidas sobre o valor da fatura.,chat,2025-03-21,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
547,Sugiro inclusão de nova funcionalidade.,sistema,2025-03-31,Feedback e Experiência,Sugestão de Nova Funcionalidade
548,Usabilidade precisa melhorar.,formulario,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
549,Dados inconsistentes precisam ser reprocessados.,chat,2025-03-25,Solicitações Operacionais,Reprocessamento / Correção de Dados
550,Registro automático do sistema.,chat,2025-03-10,Outros,Registro Automático
551,Necessário corrigir informações do cadastro.,email,2025-03-18,Solicitações Operacionais,Atualização Cadastral
552,Pedido de nova funcionalidade.,chat,2025-03-13,Feedback e Experiência,Sugestão de Nova Funcionalidade
553,Solicito reprocessamento de dados incorretos.,sistema,2025-03-21,Solicitações Operacionais,Reprocessamento / Correção de Dados
554,Erro ao gerar relatório financeiro em PDF ou CSV.,email,2025-03-18,Problemas Técnicos,Erro de Exportação / Relatórios
555,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-22,Solicitações Operacionais,Criação / Gestão de Usuários
556,Agradeço pelo atendimento.,email,2025-03-07,Outros,Agradecimento Simples
557,Apenas para agradecer.,chat,2025-03-16,Outros,Agradecimento Simples
558,Necessário corrigir informações do cadastro.,sistema,2025-03-31,Solicitações Operacionais,Atualização Cadastral
559,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",email,2025-03-24,Problemas Técnicos,Erro de Autenticação e Acesso
560,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-13,Feedback e Experiência,Sugestão de Melhoria
561,Necessário ajustar layout e campos do relatório.,sistema,2025-03-13,Solicitações Operacionais,Customização de Relatórios
562,Dificuldade de navegação no sistema.,sistema,2025-03-12,Feedback e Experiência,Crítica de Usabilidade
563,Evento gerado automaticamente.,email,2025-03-26,Outros,Registro Automático
564,A interface poderia ser mais intuitiva.,sistema,2025-03-11,Feedback e Experiência,Crítica de Usabilidade
565,Gostei muito da nova atualização.,chat,2025-03-24,Feedback e Experiência,Feedback Positivo
566,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-10,Solicitações Operacionais,Criação / Gestão de Usuários
567,Necessário integrar a plataforma com sistema de terceiros.,chat,2025-03-13,Solicitações Operacionais,Integração com Sistemas Externos
568,Mensagem sem detalhes específicos.,sistema,2025-03-09,Outros,Mensagem Genérica
569,Seria interessante adicionar novos recursos.,chat,2025-03-24,Feedback e Experiência,Sugestão de Nova Funcionalidade
570,Identifiquei cobrança duplicada na fatura.,formulario,2025-03-06,Financeiro e Cobrança,Cobrança Indevida / Duplicada
571,Agradeço pelo atendimento.,email,2025-03-27,Outros,Agradecimento Simples
572,Falha de conexão com o banco de dados.,email,2025-03-14,Problemas Técnicos,Falha de Banco de Dados
573,Pedido de alteração cadastral.,chat,2025-03-03,Solicitações Operacionais,Atualização Cadastral
574,Solicito a criação de um novo usuário no sistema.,formulario,2025-03-12,Solicitações Operacionais,Criação / Gestão de Usuários
575,Performance degradada ao acessar dashboards.,formulario,2025-03-22,Problemas Técnicos,Problemas de Performance / Lentidão
576,Estou satisfeito com o sistema.,formulario,2025-03-01,Feedback e Experiência,Feedback Positivo
577,Performance degradada ao acessar dashboards.,sistema,2025-03-18,Problemas Técnicos,Problemas de Performance / Lentidão
578,O sistema não reconheceu o pagamento efetuado.,formulario,2025-03-26,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
579,Solicito a criação de um novo usuário no sistema.,chat,2025-03-08,Solicitações Operacionais,Criação / Gestão de Usuários
580,Pedido de relatório customizado conforme necessidade.,sistema,2025-03-27,Solicitações Operacionais,Customização de Relatórios
581,Gostaria de esclarecimentos sobre a cobrança.,email,2025-03-12,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
582,Pedido de nova funcionalidade.,chat,2025-03-23,Feedback e Experiência,Sugestão de Nova Funcionalidade
583,Necessário corrigir dados já processados.,email,2025-03-21,Solicitações Operacionais,Reprocessamento / Correção de Dados
584,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",formulario,2025-03-13,Problemas Técnicos,Erro de Sistema / Aplicação
585,Registro automático do sistema.,email,2025-03-23,Outros,Registro Automático
586,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-21,Solicitações Operacionais,Criação / Gestão de Usuários
587,Solicito segunda via do boleto.,email,2025-03-08,Financeiro e Cobrança,Segunda Via de Boleto
588,Pedido de alteração cadastral.,formulario,2025-03-09,Solicitações Operacionais,Atualização Cadastral
589,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-29,Problemas Técnicos,Erro de Sistema / Aplicação
590,Apenas para agradecer.,email,2025-03-06,Outros,Agradecimento Simples
591,"Efetuei o pagamento, mas consta como pendente no sistema.",chat,2025-03-25,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
592,O atendimento foi excelente.,chat,2025-03-19,Feedback e Experiência,Feedback Positivo
593,Necessário ajustar layout e campos do relatório.,sistema,2025-03-13,Solicitações Operacionais,Customização de Relatórios
594,Pedido de alteração cadastral.,email,2025-03-17,Solicitações Operacionais,Atualização Cadastral
595,"Efetuei o pagamento, mas consta como pendente no sistema.",formulario,2025-03-08,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
596,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-25,Problemas Técnicos,Indisponibilidade / Queda do Serviço
597,O sistema não reconheceu o pagamento efetuado.,sistema,2025-03-26,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
598,Sugiro inclusão de nova funcionalidade.,sistema,2025-03-18,Feedback e Experiência,Sugestão de Nova Funcionalidade
599,Sugiro inclusão de nova funcionalidade.,formulario,2025-03-03,Feedback e Experiência,Sugestão de Nova Funcionalidade
600,Registro automático do sistema.,email,2025-03-03,Outros,Registro Automático
601,Há cobrança indevida no meu extrato.,chat,2025-03-24,Financeiro e Cobrança,Cobrança Indevida / Duplicada
602,Dificuldade de navegação no sistema.,email,2025-03-03,Feedback e Experiência,Crítica de Usabilidade
603,A aplicação está fora do ar desde o início da manhã.,sistema,2025-03-25,Problemas Técnicos,Indisponibilidade / Queda do Serviço
604,"Efetuei o pagamento, mas consta como pendente no sistema.",email,2025-03-06,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
605,Pedido de nova funcionalidade.,formulario,2025-03-04,Feedback e Experiência,Sugestão de Nova Funcionalidade
606,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",email,2025-03-20,Problemas Técnicos,Erro de Sistema / Aplicação
607,Evento gerado automaticamente.,email,2025-03-10,Outros,Registro Automático
608,Sugiro inclusão de nova funcionalidade.,chat,2025-03-19,Feedback e Experiência,Sugestão de Nova Funcionalidade
609,Aguardando posicionamento.,formulario,2025-03-06,Outros,Mensagem Genérica
610,Dados inconsistentes precisam ser reprocessados.,sistema,2025-03-16,Solicitações Operacionais,Reprocessamento / Correção de Dados
611,Solicito a criação de um novo usuário no sistema.,formulario,2025-03-09,Solicitações Operacionais,Criação / Gestão de Usuários
612,Dificuldade de navegação no sistema.,email,2025-03-12,Feedback e Experiência,Crítica de Usabilidade
613,Valor cobrado não condiz com o contratado.,formulario,2025-03-20,Financeiro e Cobrança,Cobrança Indevida / Duplicada
614,Mensagem sem detalhes específicos.,email,2025-03-05,Outros,Mensagem Genérica
615,"Pagamento realizado, porém não identificado.",sistema,2025-03-27,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
616,Evento gerado automaticamente.,formulario,2025-03-11,Outros,Registro Automático
617,O sistema poderia ser mais rápido.,sistema,2025-03-20,Feedback e Experiência,Sugestão de Melhoria
618,Necessário capacitação dos usuários do sistema.,chat,2025-03-31,Solicitações Operacionais,Solicitação de Treinamento
619,Dificuldade de navegação no sistema.,formulario,2025-03-31,Feedback e Experiência,Crítica de Usabilidade
620,Mensagem sem detalhes específicos.,formulario,2025-03-09,Outros,Mensagem Genérica
621,A interface poderia ser mais intuitiva.,chat,2025-03-19,Feedback e Experiência,Crítica de Usabilidade
622,Aguardando posicionamento.,email,2025-03-31,Outros,Mensagem Genérica
623,O sistema poderia ser mais rápido.,sistema,2025-03-27,Feedback e Experiência,Sugestão de Melhoria
624,A exportação de dados falha continuamente.,formulario,2025-03-05,Problemas Técnicos,Erro de Exportação / Relatórios
625,Há cobrança indevida no meu extrato.,chat,2025-03-23,Financeiro e Cobrança,Cobrança Indevida / Duplicada
626,Sugiro inclusão de nova funcionalidade.,formulario,2025-03-20,Feedback e Experiência,Sugestão de Nova Funcionalidade
627,Pedido de nova funcionalidade.,formulario,2025-03-18,Feedback e Experiência,Sugestão de Nova Funcionalidade
628,"Serviço indisponível, impossibilitando o uso da plataforma.",email,2025-03-04,Problemas Técnicos,Indisponibilidade / Queda do Serviço
629,Pedido de atualização do plano atual.,sistema,2025-03-06,Solicitações Operacionais,Alteração de Plano / Contrato
630,Aguardando posicionamento.,formulario,2025-03-31,Outros,Mensagem Genérica
631,Solicito reembolso do valor pago.,email,2025-03-04,Financeiro e Cobrança,Reembolso / Estorno
632,Valor cobrado não condiz com o contratado.,chat,2025-03-15,Financeiro e Cobrança,Cobrança Indevida / Duplicada
633,Pedido de estorno financeiro.,chat,2025-03-12,Financeiro e Cobrança,Reembolso / Estorno
634,Não foi possível exportar o relatório solicitado.,sistema,2025-03-14,Problemas Técnicos,Erro de Exportação / Relatórios
635,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,chat,2025-03-12,Problemas Técnicos,Erro de Sistema / Aplicação
636,Gostaria de esclarecimentos sobre a cobrança.,chat,2025-03-17,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
637,Dificuldade de navegação no sistema.,email,2025-03-15,Feedback e Experiência,Crítica de Usabilidade
638,A interface poderia ser mais intuitiva.,sistema,2025-03-02,Feedback e Experiência,Crítica de Usabilidade
639,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",email,2025-03-22,Problemas Técnicos,Erro de Sistema / Aplicação
640,Solicito alteração do plano contratado.,chat,2025-03-18,Solicitações Operacionais,Alteração de Plano / Contrato
641,Necessário corrigir dados já processados.,formulario,2025-03-31,Solicitações Operacionais,Reprocessamento / Correção de Dados
642,O sistema poderia ser mais rápido.,chat,2025-03-06,Feedback e Experiência,Sugestão de Melhoria
643,Sugiro inclusão de nova funcionalidade.,chat,2025-03-15,Feedback e Experiência,Sugestão de Nova Funcionalidade
644,Evento gerado automaticamente.,email,2025-03-23,Outros,Registro Automático
645,Necessário integrar a plataforma com sistema de terceiros.,email,2025-03-19,Solicitações Operacionais,Integração com Sistemas Externos
646,O sistema está muito lento após a última atualização.,sistema,2025-03-11,Problemas Técnicos,Problemas de Performance / Lentidão
647,Solicito treinamento para a equipe.,sistema,2025-03-22,Solicitações Operacionais,Solicitação de Treinamento
648,Usabilidade precisa melhorar.,formulario,2025-03-20,Feedback e Experiência,Crítica de Usabilidade
649,O atendimento foi excelente.,sistema,2025-03-28,Feedback e Experiência,Feedback Positivo
650,Sugiro aprimorar algumas funcionalidades.,sistema,2025-03-30,Feedback e Experiência,Sugestão de Melhoria
651,Agradeço pelo atendimento.,chat,2025-03-11,Outros,Agradecimento Simples
652,O login está falhando e impede o acesso ao ambiente.,email,2025-03-06,Problemas Técnicos,Erro de Autenticação e Acesso
653,Dúvida sobre juros aplicados na fatura.,formulario,2025-03-14,Financeiro e Cobrança,Juros e Encargos
654,Aguardando posicionamento.,formulario,2025-03-14,Outros,Mensagem Genérica
655,Pedido de agendamento de treinamento.,chat,2025-03-18,Solicitações Operacionais,Solicitação de Treinamento
656,Necessário capacitação dos usuários do sistema.,chat,2025-03-06,Solicitações Operacionais,Solicitação de Treinamento
657,Desejo informações sobre reembolso.,email,2025-03-28,Financeiro e Cobrança,Reembolso / Estorno
658,"Pagamento realizado, porém não identificado.",chat,2025-03-07,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
659,Seria interessante adicionar novos recursos.,formulario,2025-03-14,Feedback e Experiência,Sugestão de Nova Funcionalidade
660,Sugiro inclusão de nova funcionalidade.,email,2025-03-19,Feedback e Experiência,Sugestão de Nova Funcionalidade
661,O login está falhando e impede o acesso ao ambiente.,email,2025-03-09,Problemas Técnicos,Erro de Autenticação e Acesso
662,Necessário ajustar layout e campos do relatório.,chat,2025-03-25,Solicitações Operacionais,Customização de Relatórios
663,Pedido de nova funcionalidade.,email,2025-03-19,Feedback e Experiência,Sugestão de Nova Funcionalidade
664,"Serviço indisponível, impossibilitando o uso da plataforma.",sistema,2025-03-18,Problemas Técnicos,Indisponibilidade / Queda do Serviço
665,Erro ao consultar dados devido a indisponibilidade do banco.,chat,2025-03-14,Problemas Técnicos,Falha de Banco de Dados
666,Banco de dados não responde às requisições.,chat,2025-03-10,Problemas Técnicos,Falha de Banco de Dados
667,Erro ao gerar relatório financeiro em PDF ou CSV.,sistema,2025-03-28,Problemas Técnicos,Erro de Exportação / Relatórios
668,Não foi possível exportar o relatório solicitado.,chat,2025-03-07,Problemas Técnicos,Erro de Exportação / Relatórios
669,Obrigado pela ajuda.,formulario,2025-03-06,Outros,Agradecimento Simples
670,Entro em contato para solicitar retorno.,chat,2025-03-26,Outros,Mensagem Genérica
671,Há lentidão excessiva ao navegar entre as telas.,sistema,2025-03-20,Problemas Técnicos,Problemas de Performance / Lentidão
672,Mensagem sem detalhes específicos.,sistema,2025-03-10,Outros,Mensagem Genérica
673,Log automático registrado.,email,2025-03-05,Outros,Registro Automático
674,O atendimento foi excelente.,chat,2025-03-23,Feedback e Experiência,Feedback Positivo
675,Solicito integração com sistema externo via API.,sistema,2025-03-27,Solicitações Operacionais,Integração com Sistemas Externos
676,Pedido de alteração cadastral.,formulario,2025-03-16,Solicitações Operacionais,Atualização Cadastral
677,Pedido de relatório customizado conforme necessidade.,sistema,2025-03-21,Solicitações Operacionais,Customização de Relatórios
678,Seria interessante adicionar novos recursos.,email,2025-03-21,Feedback e Experiência,Sugestão de Nova Funcionalidade
679,A exportação de dados falha continuamente.,sistema,2025-03-23,Problemas Técnicos,Erro de Exportação / Relatórios
680,Pedido de estorno financeiro.,sistema,2025-03-19,Financeiro e Cobrança,Reembolso / Estorno
681,Falha de conexão com o banco de dados.,formulario,2025-03-21,Problemas Técnicos,Falha de Banco de Dados
682,O sistema não reconheceu o pagamento efetuado.,formulario,2025-03-07,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
683,O sistema poderia ser mais rápido.,sistema,2025-03-11,Feedback e Experiência,Sugestão de Melhoria
684,Valor da fatura parece incorreto.,chat,2025-03-19,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
685,Usabilidade precisa melhorar.,email,2025-03-02,Feedback e Experiência,Crítica de Usabilidade
686,Erro ao consultar dados devido a indisponibilidade do banco.,email,2025-03-04,Problemas Técnicos,Falha de Banco de Dados
687,Necessário capacitação dos usuários do sistema.,email,2025-03-31,Solicitações Operacionais,Solicitação de Treinamento
688,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-29,Feedback e Experiência,Sugestão de Melhoria
689,Há cobrança indevida no meu extrato.,email,2025-03-21,Financeiro e Cobrança,Cobrança Indevida / Duplicada
690,Tenho dúvidas sobre o valor da fatura.,sistema,2025-03-22,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
691,Necessário cadastrar novo acesso para colaborador.,sistema,2025-03-24,Solicitações Operacionais,Criação / Gestão de Usuários
692,Pedido de agendamento de treinamento.,email,2025-03-23,Solicitações Operacionais,Solicitação de Treinamento
693,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,formulario,2025-03-03,Problemas Técnicos,Erro de Sistema / Aplicação
694,Solicito criação de relatório personalizado.,formulario,2025-03-01,Solicitações Operacionais,Customização de Relatórios
695,Erro ao consultar dados devido a indisponibilidade do banco.,email,2025-03-28,Problemas Técnicos,Falha de Banco de Dados
696,O sistema poderia ser mais rápido.,email,2025-03-08,Feedback e Experiência,Sugestão de Melhoria
697,Gostei muito da nova atualização.,email,2025-03-04,Feedback e Experiência,Feedback Positivo
698,Gostaria de esclarecimentos sobre a cobrança.,chat,2025-03-13,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
699,Pedido de atualização do plano atual.,chat,2025-03-03,Solicitações Operacionais,Alteração de Plano / Contrato
700,Agradeço pelo atendimento.,chat,2025-03-15,Outros,Agradecimento Simples
701,Dúvida sobre juros aplicados na fatura.,chat,2025-03-30,Financeiro e Cobrança,Juros e Encargos
702,Sugiro inclusão de nova funcionalidade.,email,2025-03-29,Feedback e Experiência,Sugestão de Nova Funcionalidade
703,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",formulario,2025-03-12,Problemas Técnicos,Erro de Autenticação e Acesso
704,A interface poderia ser mais intuitiva.,chat,2025-03-09,Feedback e Experiência,Crítica de Usabilidade
705,"Erro ao autenticar usuário, mesmo após redefinição de senha.",sistema,2025-03-25,Problemas Técnicos,Erro de Autenticação e Acesso
706,Erro ao consultar dados devido a indisponibilidade do banco.,chat,2025-03-17,Problemas Técnicos,Falha de Banco de Dados
707,Agradeço pelo atendimento.,formulario,2025-03-10,Outros,Agradecimento Simples
708,O login está falhando e impede o acesso ao ambiente.,formulario,2025-03-04,Problemas Técnicos,Erro de Autenticação e Acesso
709,Pedido de agendamento de treinamento.,email,2025-03-17,Solicitações Operacionais,Solicitação de Treinamento
710,A aplicação está fora do ar desde o início da manhã.,chat,2025-03-13,Problemas Técnicos,Indisponibilidade / Queda do Serviço
711,Evento gerado automaticamente.,chat,2025-03-25,Outros,Registro Automático
712,Estou satisfeito com o sistema.,email,2025-03-01,Feedback e Experiência,Feedback Positivo
713,Identifiquei cobrança duplicada na fatura.,email,2025-03-31,Financeiro e Cobrança,Cobrança Indevida / Duplicada
714,Usabilidade precisa melhorar.,formulario,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
715,Gostei muito da nova atualização.,chat,2025-03-09,Feedback e Experiência,Feedback Positivo
716,O sistema encontra-se indisponível no momento.,chat,2025-03-26,Problemas Técnicos,Indisponibilidade / Queda do Serviço
717,Necessário ajustar layout e campos do relatório.,formulario,2025-03-19,Solicitações Operacionais,Customização de Relatórios
718,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-24,Problemas Técnicos,Indisponibilidade / Queda do Serviço
719,Solicito a criação de um novo usuário no sistema.,email,2025-03-30,Solicitações Operacionais,Criação / Gestão de Usuários
720,O atendimento foi excelente.,email,2025-03-10,Feedback e Experiência,Feedback Positivo
721,Solicito a criação de um novo usuário no sistema.,chat,2025-03-23,Solicitações Operacionais,Criação / Gestão de Usuários
722,O login está falhando e impede o acesso ao ambiente.,sistema,2025-03-17,Problemas Técnicos,Erro de Autenticação e Acesso
723,Obrigado pela ajuda.,chat,2025-03-12,Outros,Agradecimento Simples
724,Desejo mudar as condições do contrato.,email,2025-03-25,Solicitações Operacionais,Alteração de Plano / Contrato
725,A aplicação está fora do ar desde o início da manhã.,sistema,2025-03-17,Problemas Técnicos,Indisponibilidade / Queda do Serviço
726,"Serviço indisponível, impossibilitando o uso da plataforma.",email,2025-03-16,Problemas Técnicos,Indisponibilidade / Queda do Serviço
727,A interface poderia ser mais intuitiva.,formulario,2025-03-28,Feedback e Experiência,Crítica de Usabilidade
728,Mensagem sem detalhes específicos.,chat,2025-03-09,Outros,Mensagem Genérica
729,Performance degradada ao acessar dashboards.,email,2025-03-08,Problemas Técnicos,Problemas de Performance / Lentidão
730,Entro em contato para solicitar retorno.,email,2025-03-08,Outros,Mensagem Genérica
731,Erro ao gerar relatório financeiro em PDF ou CSV.,formulario,2025-03-30,Problemas Técnicos,Erro de Exportação / Relatórios
732,Solicito integração com sistema externo via API.,formulario,2025-03-08,Solicitações Operacionais,Integração com Sistemas Externos
733,Há cobrança indevida no meu extrato.,sistema,2025-03-09,Financeiro e Cobrança,Cobrança Indevida / Duplicada
734,Há lentidão excessiva ao navegar entre as telas.,email,2025-03-17,Problemas Técnicos,Problemas de Performance / Lentidão
735,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",email,2025-03-31,Problemas Técnicos,Erro de Autenticação e Acesso
736,O atendimento foi excelente.,sistema,2025-03-25,Feedback e Experiência,Feedback Positivo
737,Tenho dúvidas sobre o valor da fatura.,formulario,2025-03-01,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
738,Há cobrança indevida no meu extrato.,sistema,2025-03-24,Financeiro e Cobrança,Cobrança Indevida / Duplicada
739,Mensagem sem detalhes específicos.,sistema,2025-03-19,Outros,Mensagem Genérica
740,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-05,Feedback e Experiência,Sugestão de Melhoria
741,Não foi possível exportar o relatório solicitado.,chat,2025-03-18,Problemas Técnicos,Erro de Exportação / Relatórios
742,Juros aplicados parecem incorretos.,email,2025-03-31,Financeiro e Cobrança,Juros e Encargos
743,O sistema não reconheceu o pagamento efetuado.,formulario,2025-03-28,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
744,"Efetuei o pagamento, mas consta como pendente no sistema.",chat,2025-03-14,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
745,Estou satisfeito com o sistema.,sistema,2025-03-03,Feedback e Experiência,Feedback Positivo
746,"Erro ao autenticar usuário, mesmo após redefinição de senha.",formulario,2025-03-23,Problemas Técnicos,Erro de Autenticação e Acesso
747,Desejo informações sobre reembolso.,email,2025-03-19,Financeiro e Cobrança,Reembolso / Estorno
748,O sistema está muito lento após a última atualização.,formulario,2025-03-03,Problemas Técnicos,Problemas de Performance / Lentidão
749,Agradeço pelo atendimento.,formulario,2025-03-22,Outros,Agradecimento Simples
750,Necessário integrar a plataforma com sistema de terceiros.,sistema,2025-03-28,Solicitações Operacionais,Integração com Sistemas Externos
751,Desejo informações sobre reembolso.,sistema,2025-03-11,Financeiro e Cobrança,Reembolso / Estorno
752,A interface poderia ser mais intuitiva.,email,2025-03-31,Feedback e Experiência,Crítica de Usabilidade
753,Pedido de integração para sincronização de dados.,email,2025-03-05,Solicitações Operacionais,Integração com Sistemas Externos
754,O login está falhando e impede o acesso ao ambiente.,formulario,2025-03-11,Problemas Técnicos,Erro de Autenticação e Acesso
755,Gostei muito da nova atualização.,sistema,2025-03-31,Feedback e Experiência,Feedback Positivo
756,Necessário capacitação dos usuários do sistema.,formulario,2025-03-09,Solicitações Operacionais,Solicitação de Treinamento
757,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,sistema,2025-03-27,Problemas Técnicos,Erro de Sistema / Aplicação
758,Entro em contato para solicitar retorno.,sistema,2025-03-05,Outros,Mensagem Genérica
759,Falha de conexão com o banco de dados.,sistema,2025-03-13,Problemas Técnicos,Falha de Banco de Dados
760,Aguardando posicionamento.,sistema,2025-03-09,Outros,Mensagem Genérica
761,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-18,Solicitações Operacionais,Criação / Gestão de Usuários
762,Entro em contato para solicitar retorno.,formulario,2025-03-04,Outros,Mensagem Genérica
763,Solicito a criação de um novo usuário no sistema.,email,2025-03-27,Solicitações Operacionais,Criação / Gestão de Usuários
764,Solicito integração com sistema externo via API.,formulario,2025-03-12,Solicitações Operacionais,Integração com Sistemas Externos
765,Performance degradada ao acessar dashboards.,sistema,2025-03-30,Problemas Técnicos,Problemas de Performance / Lentidão
766,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,chat,2025-03-29,Problemas Técnicos,Erro de Sistema / Aplicação
767,Sugiro melhorias no sistema.,sistema,2025-03-04,Feedback e Experiência,Sugestão de Melhoria
768,Não foi possível exportar o relatório solicitado.,chat,2025-03-30,Problemas Técnicos,Erro de Exportação / Relatórios
769,Log automático registrado.,formulario,2025-03-16,Outros,Registro Automático
770,A exportação de dados falha continuamente.,formulario,2025-03-06,Problemas Técnicos,Erro de Exportação / Relatórios
771,Identifiquei cobrança duplicada na fatura.,sistema,2025-03-09,Financeiro e Cobrança,Cobrança Indevida / Duplicada
772,Sugiro melhorias no sistema.,chat,2025-03-21,Feedback e Experiência,Sugestão de Melhoria
773,Pedido de estorno financeiro.,formulario,2025-03-02,Financeiro e Cobrança,Reembolso / Estorno
774,A aplicação está fora do ar desde o início da manhã.,chat,2025-03-14,Problemas Técnicos,Indisponibilidade / Queda do Serviço
775,Pedido de atualização do plano atual.,chat,2025-03-21,Solicitações Operacionais,Alteração de Plano / Contrato
776,Mensagem sem detalhes específicos.,sistema,2025-03-16,Outros,Mensagem Genérica
777,Evento gerado automaticamente.,sistema,2025-03-13,Outros,Registro Automático
778,Identifiquei cobrança duplicada na fatura.,sistema,2025-03-20,Financeiro e Cobrança,Cobrança Indevida / Duplicada
779,Necessário cadastrar novo acesso para colaborador.,email,2025-03-26,Solicitações Operacionais,Criação / Gestão de Usuários
780,Usabilidade precisa melhorar.,chat,2025-03-06,Feedback e Experiência,Crítica de Usabilidade
781,"Erro ao autenticar usuário, mesmo após redefinição de senha.",chat,2025-03-09,Problemas Técnicos,Erro de Autenticação e Acesso
782,Agradeço pelo atendimento.,chat,2025-03-19,Outros,Agradecimento Simples
783,A interface poderia ser mais intuitiva.,chat,2025-03-08,Feedback e Experiência,Crítica de Usabilidade
784,Log automático registrado.,sistema,2025-03-30,Outros,Registro Automático
785,Aguardando posicionamento.,sistema,2025-03-31,Outros,Mensagem Genérica
786,Agradeço pelo atendimento.,chat,2025-03-27,Outros,Agradecimento Simples
787,A interface poderia ser mais intuitiva.,formulario,2025-03-02,Feedback e Experiência,Crítica de Usabilidade
788,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,chat,2025-03-01,Problemas Técnicos,Erro de Sistema / Aplicação
789,Registro automático do sistema.,sistema,2025-03-30,Outros,Registro Automático
790,Entro em contato para solicitar retorno.,sistema,2025-03-23,Outros,Mensagem Genérica
791,Necessário corrigir informações do cadastro.,email,2025-03-01,Solicitações Operacionais,Atualização Cadastral
792,Pedido de relatório customizado conforme necessidade.,chat,2025-03-25,Solicitações Operacionais,Customização de Relatórios
793,Há lentidão excessiva ao navegar entre as telas.,email,2025-03-12,Problemas Técnicos,Problemas de Performance / Lentidão
794,O atendimento foi excelente.,sistema,2025-03-11,Feedback e Experiência,Feedback Positivo
795,Pedido de integração para sincronização de dados.,formulario,2025-03-26,Solicitações Operacionais,Integração com Sistemas Externos
796,A interface poderia ser mais intuitiva.,sistema,2025-03-08,Feedback e Experiência,Crítica de Usabilidade
797,Mensagem sem detalhes específicos.,sistema,2025-03-24,Outros,Mensagem Genérica
798,Identifiquei cobrança duplicada na fatura.,email,2025-03-31,Financeiro e Cobrança,Cobrança Indevida / Duplicada
799,Log automático registrado.,email,2025-03-06,Outros,Registro Automático
800,Log automático registrado.,chat,2025-03-21,Outros,Registro Automático
801,Mensagem sem detalhes específicos.,chat,2025-03-11,Outros,Mensagem Genérica
802,O login está falhando e impede o acesso ao ambiente.,sistema,2025-03-06,Problemas Técnicos,Erro de Autenticação e Acesso
803,Banco de dados não responde às requisições.,sistema,2025-03-15,Problemas Técnicos,Falha de Banco de Dados
804,O sistema encontra-se indisponível no momento.,chat,2025-03-23,Problemas Técnicos,Indisponibilidade / Queda do Serviço
805,A aplicação está fora do ar desde o início da manhã.,email,2025-03-24,Problemas Técnicos,Indisponibilidade / Queda do Serviço
